anio,mes,PLIEGO_NOMBRE,CANON,FONCOMUN,REGALIAS,SOBRECANON,total_transferencias,gasto_educ,gasto_salud,gasto_social,total_ingresos,ingresos_propios,autonomia,prop_transferencias,prop_propios,fecha,ln_gasto_social,autonomia2,autonomia_x_transferencias
2014,2,U.N. DE FRONTERA,13504.4,0.0,0.0,1592018.41,1605522.8099999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,2,U.N. DE HUANCAVELICA,140327.19,0.0,0.0,0.0,140327.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,2,U.N. DE INGENIERIA,2566.47,0.0,0.0,0.0,2566.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,2,U.N. DE JAEN,9426.08,0.0,0.0,0.0,9426.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,2,U.N. DE JULIACA,12353.3,0.0,0.0,0.0,12353.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,2,U.N. DE LA AMAZONIA PERUANA,0.0,0.0,0.0,1254399.1,1254399.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,2,U.N. DE MOQUEGUA,18606.28,0.0,0.0,0.0,18606.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,2,U.N. DE PIURA,13504.4,0.0,0.0,1592018.41,1605522.8099999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,2,U.N. DE TUMBES,0.0,0.0,0.0,952046.84,952046.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,2,U.N. DE UCAYALI,0.0,0.0,0.0,305672.44,305672.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,2,U.N. DEL ALTIPLANO,12353.29,0.0,0.0,0.0,12353.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,2,U.N. DEL CALLAO,51981.51,0.0,0.0,0.0,51981.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,2,U.N. DEL CENTRO DEL PERU,26118.11,0.0,0.0,0.0,26118.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,2,U.N. DEL SANTA,94890.37,0.0,0.0,0.0,94890.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,2,U.N. FEDERICO VILLARREAL,2566.47,0.0,0.0,0.0,2566.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,2,U.N. INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,26118.1,0.0,0.0,0.0,26118.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,2,U.N. JORGE BASADRE GROHMANN,2545.98,0.0,0.0,0.0,2545.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,2,U.N. JOSE FAUSTINO SANCHEZ CARRION,68144.76000000001,0.0,0.0,0.0,68144.76000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,2,U.N. MAYOR DE SAN MARCOS,2566.47,0.0,0.0,0.0,2566.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,2,U.N. SAN AGUSTIN,49514.31999999999,0.0,0.0,0.0,49514.31999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,2,U.N. SAN ANTONIO ABAD,5047857.22,0.0,0.0,0.0,5047857.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,2,U.N. SAN LUIS GONZAGA,100667.61,0.0,0.0,0.0,100667.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,2,U.N. SANTIAGO ANTUNEZ DE MAYOLO,94890.35,0.0,0.0,0.0,94890.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,2,U.N. TECNOLOGICA DE LIMA SUR,2566.47,0.0,0.0,0.0,2566.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,2,U.N. TRUJILLO,37624.67,0.0,0.0,0.0,37624.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,2,UNIVERSIDAD NACIONAL INTERCULTURAL DE LA AMAZONIA,0.0,0.0,0.0,305672.44,305672.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-01,0.0,0.0,0.0
2014,3, ,180052483.63,383522725.74,0.0,72936456.61,636511665.98,122638166.55,30853175.92,153491342.47,2423635554.63,297834815.1,0.1228876241442449,0.2626268065609278,0.1228876241442449,2014-03-01,18.84915472906906,0.015101368167817202,0.0322735842948626
2014,3,GOBIERNO REGIONAL AMAZONAS,258.76,0.0,0.0,0.0,258.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-01,0.0,0.0,0.0
2014,3,GOBIERNO REGIONAL ANCASH,2258875.77,0.0,0.0,0.0,2258875.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-01,0.0,0.0,0.0
2014,3,GOBIERNO REGIONAL APURIMAC,2496.19,0.0,0.0,0.0,2496.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-01,0.0,0.0,0.0
2014,3,GOBIERNO REGIONAL AREQUIPA,405315.72,0.0,0.0,0.0,405315.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-01,0.0,0.0,0.0
2014,3,GOBIERNO REGIONAL AYACUCHO,4808.18,0.0,0.0,0.0,4808.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-01,0.0,0.0,0.0
2014,3,GOBIERNO REGIONAL CAJAMARCA,1244692.47,0.0,0.0,0.0,1244692.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-01,0.0,0.0,0.0
2014,3,GOBIERNO REGIONAL CALLAO,428624.47,0.0,0.0,0.0,428624.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-01,0.0,0.0,0.0
2014,3,GOBIERNO REGIONAL CUSCO,36939983.37,0.0,0.0,0.0,36939983.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-01,0.0,0.0,0.0
2014,3,GOBIERNO REGIONAL HUANCAVELICA,991739.04,0.0,0.0,0.0,991739.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-01,0.0,0.0,0.0
2014,3,GOBIERNO REGIONAL HUANUCO,31.03,0.0,0.0,0.0,31.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-01,0.0,0.0,0.0
